as_of_date,patients_currently_in_icu,patients_currently_icu_intubated
2022-04-19,52.142857142857146,28
2022-04-18,51.714285714285715,28.571428571428573
2022-04-14,51,28.857142857142858
2022-04-13,50.857142857142854,28.714285714285715
2022-04-12,51,27.714285714285715
2022-04-11,51.142857142857146,26.714285714285715
2022-04-10,50.714285714285715,25
2022-04-09,51,23.571428571428573
2022-04-08,50.857142857142854,22.714285714285715
2022-04-07,51.857142857142854,22.428571428571427
2022-04-06,52.142857142857146,21.571428571428573
2022-04-05,51.57142857142857,21
2022-04-04,51.714285714285715,21.285714285714285
2022-04-03,52.714285714285715,22.285714285714285
2022-04-02,51.857142857142854,22.714285714285715
2022-04-01,50.714285714285715,22.285714285714285
2022-03-31,49,21.857142857142858
2022-03-30,47.857142857142854,22.285714285714285
2022-03-29,48.57142857142857,23.142857142857142
2022-03-28,49.142857142857146,23.571428571428573
2022-03-27,50.142857142857146,24.857142857142858
2022-03-26,52,26.571428571428573
2022-03-25,54,28.428571428571427
2022-03-24,54.57142857142857,29.428571428571427
2022-03-23,56.42857142857143,31.428571428571427
2022-03-22,56.285714285714285,33
2022-03-21,56.857142857142854,34.857142857142854
2022-03-20,57.42857142857143,35.714285714285715
2022-03-19,58.42857142857143,36.285714285714285
2022-03-18,59.57142857142857,37
2022-03-17,63.285714285714285,39.857142857142854
2022-03-16,66.42857142857143,42
