date,Chicago,Houston,Los Angeles,New York,Washington
2022-05-15,-20.481428571428573,17.158571428571424,1.0214285714285705,-40.574285714285715,-31.21857142857143
2022-05-14,-19.884285714285713,12.444285714285709,-0.02857142857142961,-39.582857142857144,-30.46142857142857
2022-05-13,-20.111428571428572,11.072857142857137,-1.327142857142858,-40.228571428571435,-29.647142857142857
2022-05-12,-23.062857142857144,11.094285714285707,-6.214285714285715,-40.855714285714285,-29.099999999999998
2022-05-11,-26.215714285714284,11.142857142857137,-8.465714285714286,-39.60285714285714,-28.48
2022-05-10,-27.778571428571432,11.147142857142851,-10.091428571428574,-39.44714285714286,-28.22714285714286
2022-05-09,-30.47714285714286,10.431428571428565,-12.672857142857143,-39.67857142857143,-28.52857142857143
2022-05-08,-32.36714285714286,9.878571428571423,-13.610000000000001,-40.06857142857143,-26.584285714285716
2022-05-07,-34.43714285714286,12.205714285714281,-12.791428571428572,-40.55285714285714,-25.32
2022-05-06,-35.472857142857144,11.542857142857136,-11.608571428571429,-39.529999999999994,-23.435714285714287
2022-05-05,-33.74,11.704285714285708,-9.212857142857144,-38.81857142857143,-22.071428571428573
2022-05-04,-32.12714285714286,11.097142857142853,-8.997142857142858,-40.35285714285715,-21.49857142857143
2022-05-03,-31.618571428571432,12.822857142857137,-7.441428571428572,-40.222857142857144,-21.12857142857143
2022-05-02,-30.03,13.718571428571423,-5.984285714285716,-40.38142857142857,-22.330000000000002
2022-05-01,-27.958571428571428,13.927142857142853,-6.024285714285716,-40.88714285714286,-24.024285714285714
2022-04-30,-25.271428571428572,15.641428571428566,-5.072857142857144,-41.13142857142857,-23.46142857142857
2022-04-29,-19.79,15.151428571428566,-5.66857142857143,-41.082857142857144,-24.004285714285714
2022-04-28,-21.52714285714286,14.068571428571422,-6.518571428571429,-39.63142857142857,-23.177142857142858
2022-04-27,-21.911428571428576,13.661428571428567,-7.311428571428572,-39.09142857142857,-23.247142857142855
2022-04-26,-23.181428571428572,10.979999999999993,-8.984285714285715,-38.90857142857143,-23.38
2022-04-25,-24.66571428571429,9.32571428571428,-10.601428571428572,-39.33857142857143,-21.95285714285714
2022-04-24,-27.621428571428574,11.408571428571422,-10.724285714285715,-38.167142857142856,-21.978571428571428
2022-04-23,-29.66857142857143,7.558571428571422,-12.758571428571429,-38.49571428571428,-23.905714285714286
2022-04-22,-33.91142857142857,7.909999999999995,-12.31,-37.66285714285714,-24.678571428571427
2022-04-21,-32.394285714285715,6.707142857142851,-9.892857142857142,-38.1,-24.051428571428573
2022-04-20,-32.32857142857143,6.668571428571423,-9.709999999999999,-38.205714285714286,-25.167142857142856
2022-04-19,-31.94857142857143,6.241428571428565,-9.342857142857143,-38.35,-24.48428571428571
2022-04-18,-30.467142857142857,4.329999999999994,-9.794285714285715,-37.67714285714286,-24.02285714285714
2022-04-17,-28.23714285714286,3.287142857142851,-9.257142857142858,-37.59571428571429,-23.982857142857142
2022-04-16,-19.634285714285717,4.541428571428566,-5.941428571428572,-37.61857142857143,-23.83857142857143
2022-04-15,-19.032857142857146,4.662857142857137,-5.4871428571428575,-38.89142857142857,-24.677142857142858
2022-04-14,-18.691428571428577,5.6871428571428515,-6.335714285714287,-39.029999999999994,-25.91857142857143
2022-04-13,-18.067142857142862,6.04571428571428,-5.674285714285715,-39.455714285714286,-26.64428571428571
2022-04-12,-16.67857142857143,7.36571428571428,-6.117142857142858,-39.48571428571428,-27.79
2022-04-11,-18.602857142857147,7.721428571428565,-6.84857142857143,-39.04571428571428,-29.47
2022-04-10,-21.434285714285718,5.981428571428565,-7.45857142857143,-39.050000000000004,-28.91
2022-04-09,-27.222857142857144,10.817142857142851,-9.49,-40.142857142857146,-29.527142857142856
2022-04-08,-28.44142857142857,10.231428571428566,-10.860000000000001,-39.879999999999995,-30.09142857142857
2022-04-07,-27.825714285714287,10.729999999999993,-11.20857142857143,-40.34571428571429,-30.964285714285715
2022-04-06,-27.388571428571428,10.698571428571423,-11.554285714285715,-40.18142857142857,-31.18285714285714
2022-04-05,-27.630000000000003,9.932857142857136,-11.221428571428573,-40.230000000000004,-31.891428571428573
2022-04-04,-24.708571428571428,10.814285714285708,-10.347142857142858,-41.11,-31.138571428571428
2022-04-03,-21.224285714285717,13.257142857142851,-11.73857142857143,-42.11285714285714,-32.66142857142857
2022-04-02,-20.664285714285715,10.799999999999994,-13.054285714285715,-41.51571428571429,-31.939999999999998
2022-04-01,-20.341428571428573,11.529999999999992,-12.178571428571429,-41.96714285714285,-31.169999999999998
2022-03-31,-21.364285714285717,11.808571428571423,-11.638571428571428,-42.42285714285714,-30.854285714285712
2022-03-30,-22.718571428571433,11.269999999999994,-11.3,-42.79,-30.554285714285715
2022-03-29,-23.102857142857147,10.904285714285708,-9.26857142857143,-43.07,-30.82428571428571
2022-03-28,-25.32,9.444285714285709,-8.19857142857143,-42.44,-30.707142857142856
2022-03-27,-24.184285714285718,7.264285714285708,-5.895714285714287,-40.86571428571428,-30.125714285714285
2022-03-26,-23.29,8.029999999999994,-4.8742857142857146,-40.58,-30.87857142857143
2022-03-25,-23.52285714285714,8.45571428571428,-6.065714285714287,-39.861428571428576,-29.74857142857143
2022-03-24,-23.382857142857144,8.40571428571428,-7.571428571428572,-38.574285714285715,-28.735714285714288
2022-03-23,-21.321428571428573,8.592857142857136,-8.040000000000001,-38.65714285714286,-27.18142857142857
2022-03-22,-18.115714285714287,9.557142857142852,-9.707142857142857,-37.83142857142857,-24.047142857142855
2022-03-21,-16.63571428571429,11.59571428571428,-10.745714285714287,-37.89714285714285,-22.204285714285714
2022-03-20,-18.005714285714287,14.744285714285708,-11.477142857142857,-38.93285714285714,-21.572857142857142
2022-03-19,-20.544285714285714,14.417142857142851,-12.085714285714287,-39.528571428571425,-21.324285714285715
2022-03-18,-21.581428571428575,14.368571428571423,-11.282857142857143,-41.544285714285714,-24.041428571428572
2022-03-17,-22.472857142857144,13.04714285714285,-10.451428571428574,-43.31,-25.672857142857143
2022-03-16,-25.352857142857147,12.628571428571423,-10.445714285714287,-43.14142857142857,-28.502857142857145
2022-03-15,-28.542857142857144,12.841428571428565,-11.932857142857143,-45.174285714285716,-32.902857142857144
2022-03-14,-30.178571428571427,13.89428571428571,-12.52,-46.07,-37.08714285714286
2022-03-13,-32.38,11.341428571428565,-13.44714285714286,-47.26142857142857,-40.01428571428572
2022-03-12,-31.30428571428572,10.702857142857138,-14.615714285714287,-46.99285714285714,-40.12
2022-03-11,-27.80428571428572,11.838571428571424,-15.692857142857145,-46.12428571428571,-37.58
2022-03-10,-27.270000000000003,13.227142857142852,-17.73,-46.589999999999996,-38.26
2022-03-09,-27.574285714285715,14.619999999999994,-19.647142857142857,-47.24285714285714,-37.76857142857143
2022-03-08,-28.431428571428572,14.475714285714279,-19.830000000000002,-46.83142857142857,-36.03
2022-03-07,-29.32857142857143,14.549999999999995,-20.717142857142857,-47.64857142857142,-36.37
2022-03-06,-30.301428571428573,15.259999999999994,-20.240000000000002,-47.462857142857146,-35.425714285714285
2022-03-05,-32.917142857142856,16.852857142857136,-19.94714285714286,-47.48142857142857,-34.52857142857143
2022-03-04,-35.94428571428572,14.324285714285708,-19.31857142857143,-46.728571428571435,-35.682857142857145
2022-03-03,-36.362857142857145,13.529999999999996,-17.84714285714286,-46.34428571428572,-35.901428571428575
2022-03-02,-36.62571428571429,12.369999999999994,-17.54714285714286,-46.37285714285714,-37.574285714285715
2022-03-01,-36.86857142857143,12.848571428571422,-17.854285714285716,-45.47428571428571,-38.19857142857143
2022-02-28,-37.01142857142857,12.148571428571424,-17.697142857142858,-45.94285714285714,-38.107142857142854
2022-02-27,-33.54857142857143,14.881428571428566,-14.93714285714286,-42.43571428571429,-33.1
2022-02-26,-28.722857142857144,13.278571428571423,-8.677142857142858,-39.207142857142856,-29.53857142857143
2022-02-25,-28.71857142857143,15.488571428571422,-8.61714285714286,-39.521428571428565,-27.04714285714286
2022-02-24,-30.845714285714287,16.521428571428565,-9.01857142857143,-40.15571428571428,-26.71857142857143
2022-02-23,-35.402857142857144,16.401428571428564,-8.520000000000001,-40.794285714285714,-25.094285714285714
2022-02-22,-36.682857142857145,13.058571428571424,-7.394285714285715,-41.364285714285714,-19.527142857142856
2022-02-21,-35.39714285714286,14.229999999999995,-6.835714285714287,-41.07285714285714,-19.014285714285712
2022-02-20,-26.020000000000003,37.44714285714286,0.2685714285714269,-39.56,-17.855714285714285
2022-02-19,-32.784285714285716,35.67999999999999,-10.081428571428575,-46.31,-26.677142857142858
2022-02-18,-33.82571428571429,34.544285714285714,-11.114285714285716,-45.39142857142857,-29.618571428571432
2022-02-17,-32.77857142857143,33.41,-11.322857142857146,-44.29571428571428,-30.65285714285714
2022-02-16,-32.97714285714286,26.624285714285712,-15.78714285714286,-45.74714285714286,-34.410000000000004
2022-02-15,-32.84571428571429,25.871428571428567,-18.302857142857142,-46.787142857142854,-41.722857142857144
2022-02-14,-33.705714285714286,21.63428571428571,-20.880000000000003,-45.847142857142856,-42.861428571428576
2022-02-13,-46.5,-7.250000000000003,-33.152857142857144,-52.79714285714285,-51.83
2022-02-12,-44.127142857142864,-6.240000000000003,-29.01571428571429,-51.01428571428572,-49.06428571428571
2022-02-11,-44.34142857142858,-6.720000000000003,-28.854285714285716,-52.79714285714285,-49.80714285714286
2022-02-10,-44.75142857142857,-9.954285714285717,-30.58857142857143,-55.67,-51.394285714285715
2022-02-09,-42.044285714285714,-1.7242857142857175,-18.254285714285714,-54.55285714285714,-45.45285714285715
2022-02-08,-46.83571428571429,1.6942857142857108,-18.582857142857144,-55.971428571428575,-46.012857142857136
2022-02-07,-49.784285714285716,2.371428571428568,-18.024285714285714,-59.41428571428571,-47.978571428571435
2022-02-06,-51.88285714285714,2.612857142857139,-18.174285714285716,-60.472857142857144,-49.167142857142856
2022-02-05,-50.494285714285716,11.425714285714282,-11.685714285714287,-60.83,-47.82285714285714
2022-02-04,-50.542857142857144,12.035714285714281,-8.56857142857143,-64.81714285714285,-48.06142857142857
2022-02-03,-50.684285714285714,15.777142857142852,-6.862857142857144,-64.55285714285715,-47.42
2022-02-02,-45.83428571428572,13.411428571428567,-15.904285714285717,-64.86285714285714,-50.64142857142857
2022-02-01,-28.231428571428573,10.87428571428571,-16.45714285714286,-64.83571428571427,-50.24285714285714
2022-01-31,-26.102857142857143,9.307142857142853,-17.664285714285715,-64.42,-47.82571428571429
2022-01-30,-25.612857142857145,7.812857142857139,-17.882857142857144,-64.24428571428571,-46.642857142857146
2022-01-29,-29.638571428571428,-2.7000000000000024,-26.725714285714286,-64.94428571428571,-47.83857142857143
2022-01-28,-29.75,-4.148571428571431,-32.16571428571429,-62.15,-47.12714285714286
2022-01-27,-28.912857142857145,-5.212857142857145,-34.93857142857143,-62.48857142857143,-47.20285714285715
2022-01-26,-33.47571428571429,-7.382857142857146,-37.184285714285714,-64.02571428571429,-48.82285714285714
2022-01-25,-46.99857142857143,-7.981428571428574,-38.49142857142857,-64.69857142857143,-49.28000000000001
2022-01-24,-47.832857142857144,-7.782857142857146,-39.857142857142854,-65.02714285714286,-50.17285714285715
2022-01-23,-45.932857142857145,-1.3985714285714312,-40.02142857142858,-62.794285714285714,-47.88285714285714
2022-01-22,-43.20285714285715,0.2399999999999971,-39.13428571428572,-62.22428571428571,-52.11000000000001
2022-01-21,-41.41571428571429,-1.214285714285717,-40.12857142857143,-62.56142857142857,-53.92857142857143
2022-01-20,-42.31571428571429,-0.8528571428571458,-40.94285714285714,-62.262857142857136,-56.121428571428574
2022-01-19,-43.221428571428575,0.37142857142856883,-41.29714285714285,-62.65,-57.07
2022-01-18,-44.57,0.38571428571428285,-41.364285714285714,-63.542857142857144,-58.73857142857143
2022-01-17,-46.190000000000005,0.4614285714285687,-40.60285714285715,-65.11714285714285,-60.43857142857143
2022-01-16,-49.23142857142857,-6.6385714285714315,-41.99428571428571,-68.32285714285715,-62.90428571428572
2022-01-15,-52.17142857142858,-8.651428571428575,-43.684285714285714,-70.29428571428572,-56.487142857142864
2022-01-14,-55.917142857142856,-8.87714285714286,-43.08,-70.94428571428571,-54.65428571428572
2022-01-13,-58.63428571428572,-11.312857142857146,-43.854285714285716,-72.2357142857143,-54.68142857142857
2022-01-12,-59.98857142857143,-12.844285714285718,-44.73857142857143,-72.38571428571429,-54.48428571428571
2022-01-11,-60.88142857142857,-13.468571428571432,-45.720000000000006,-72.25,-54.37571428571429
2022-01-10,-61.25,-13.790000000000003,-45.89428571428572,-71.10285714285715,-55.26857142857143
2022-01-09,-58.74571428571429,-8.305714285714288,-44.45857142857143,-69.41,-57.55857142857143
2022-01-08,-56.31285714285714,-8.304285714285717,-43.46857142857143,-67.38571428571429,-58.54
2022-01-07,-58.09428571428572,-12.115714285714288,-45.93571428571429,-68.65714285714286,-59.94428571428572
2022-01-06,-50.50857142857143,-7.097142857142859,-41.96714285714286,-64.74142857142857,-51.49142857142857
2022-01-05,-39.92714285714286,3.569999999999998,-39.49285714285714,-59.542857142857144,-41.19285714285714
2022-01-04,-32.63,12.969999999999999,-36.534285714285716,-54.14857142857143,-35.83142857142857
2022-01-03,-32.62714285714286,8.248571428571427,-38.42,-52.15428571428571,-33.57
2022-01-02,-31.205714285714286,3.9657142857142844,-40.277142857142856,-51.01571428571429,-28.807142857142857
2022-01-01,-33.997142857142855,1.0357142857142843,-42.550000000000004,-51.40857142857143,-30.601428571428574
2021-12-31,-37.71142857142858,-4.55857142857143,-45.98571428571429,-52.01571428571429,-35.21714285714285
2021-12-30,-46.52571428571429,-8.972857142857144,-50.79714285714285,-54.79857142857143,-43.175714285714285
2021-12-29,-53.44571428571429,-14.181428571428572,-52.76285714285715,-58.05285714285714,-50.25571428571429
2021-12-28,-44.14714285714285,-7.3014285714285725,-47.034285714285716,-59.574285714285715,-48.65
2021-12-27,-39.32,-3.4014285714285726,-42.120000000000005,-59.471428571428575,-47.61857142857143
2021-12-26,-40.60285714285715,-4.487142857142858,-39.787142857142854,-59.69428571428572,-48.714285714285715
2021-12-25,-37.31285714285714,-3.325714285714287,-36.47714285714286,-58.15857142857143,-46.06857142857143
2021-12-24,-28.890000000000004,6.82142857142857,-27.792857142857144,-53.76142857142857,-37.20285714285715
2021-12-23,-23.282857142857146,7.374285714285713,-23.63571428571429,-51.26142857142857,-32.17142857142857
2021-12-22,-23.104285714285716,3.3828571428571412,-21.481428571428573,-49.44714285714286,-30.71857142857143
2021-12-21,-34.892857142857146,-11.104285714285718,-26.225714285714286,-49.208571428571425,-33.214285714285715
2021-12-20,-35.394285714285715,-9.231428571428575,-28.995714285714286,-47.13142857142857,-31.34857142857143
2021-12-19,-33.76,-7.424285714285717,-28.451428571428572,-45.59285714285714,-29.97714285714286
2021-12-18,-31.752857142857145,-6.822857142857146,-27.548571428571428,-44.08,-31.425714285714285
2021-12-17,-30.99857142857143,-8.424285714285718,-26.87714285714286,-42.68428571428571,-32.10285714285714
2021-12-16,-31.114285714285717,-9.694285714285718,-26.048571428571428,-41.48142857142857,-31.944285714285716
2021-12-15,-30.975714285714282,-10.53714285714286,-25.745714285714286,-40.19571428571429,-32.21
2021-12-14,-30.56714285714286,-11.742857142857146,-24.84,-39.4,-32.230000000000004
2021-12-13,-30.025714285714287,-11.971428571428575,-22.798571428571428,-38.89714285714285,-32.57
2021-12-12,-29.389999999999997,-13.184285714285718,-21.85857142857143,-37.91857142857143,-32.23571428571429
2021-12-11,-31.025714285714287,-12.872857142857145,-21.78,-38.09428571428571,-31.154285714285717
2021-12-10,-30.634285714285713,-11.861428571428574,-21.548571428571428,-38.46,-30.761428571428574
2021-12-09,-30.292857142857144,-11.212857142857146,-21.54,-39.279999999999994,-31.54
2021-12-08,-30.074285714285715,-10.515714285714287,-20.56714285714286,-40.18428571428571,-31.805714285714288
2021-12-07,-31.237142857142857,-9.770000000000001,-20.6,-41.284285714285716,-31.882857142857144
2021-12-06,-32.44571428571429,-10.151428571428573,-19.235714285714288,-42.58428571428571,-32.29714285714286
2021-12-05,-34.49142857142857,-9.585714285714289,-17.882857142857144,-42.66285714285714,-31.907142857142855
2021-12-04,-34.02285714285714,-8.221428571428573,-18.134285714285717,-41.41142857142857,-27.934285714285714
2021-12-03,-33.34285714285714,-7.54714285714286,-18.404285714285717,-41.46142857142858,-28.18857142857143
2021-12-02,-33.182857142857145,-5.0814285714285745,-18.23857142857143,-40.637142857142855,-27.905714285714286
2021-12-01,-34.89714285714286,-5.1542857142857175,-18.395714285714288,-38.93857142857143,-26.707142857142856
2021-11-30,-31.520000000000003,-3.2928571428571454,-15.595714285714285,-37.42,-24.24857142857143
2021-11-29,-28.44142857142857,1.0328571428571405,-13.888571428571428,-36.44285714285714,-21.66142857142857
2021-11-28,-26.025714285714287,4.907142857142854,-14.178571428571429,-36.244285714285716,-20.377142857142854
2021-11-27,-24.708571428571428,4.988571428571426,-13.164285714285715,-35.97,-23.16857142857143
2021-11-26,-25.768571428571427,6.068571428571426,-14.265714285714285,-35.05428571428571,-22.897142857142857
2021-11-25,-25.341428571428573,5.8057142857142825,-14.379999999999999,-35.181428571428576,-22.287142857142857
2021-11-24,-22.67142857142857,8.379999999999997,-13.467142857142859,-35.80428571428571,-21.405714285714286
2021-11-23,-25.50714285714286,8.079999999999997,-16.044285714285714,-35.88,-22.747142857142855
2021-11-22,-27.05,5.297142857142854,-18.14857142857143,-35.027142857142856,-24.490000000000002
2021-11-21,-27.881428571428568,2.3999999999999972,-18.32857142857143,-34.76285714285714,-26.155714285714286
2021-11-20,-28.021428571428572,3.237142857142854,-17.874285714285715,-35.44285714285714,-26.292857142857144
2021-11-19,-27.232857142857142,2.9557142857142824,-17.62,-35.60285714285714,-26.53142857142857
2021-11-18,-26.65285714285714,2.4057142857142826,-17.485714285714288,-35.787142857142854,-26.667142857142856
2021-11-17,-25.38714285714286,3.229999999999997,-15.224285714285715,-35.06428571428571,-25.84142857142857
2021-11-16,-25.25,3.4628571428571395,-15.218571428571428,-34.63428571428572,-26.01142857142857
2021-11-15,-26.554285714285715,3.2657142857142825,-15.435714285714287,-34.05714285714286,-24.698571428571427
2021-11-14,-27.127142857142854,3.5585714285714256,-17.740000000000002,-35.71142857142857,-25.412857142857142
2021-11-13,-27.59,1.5014285714285684,-19.954285714285714,-37.315714285714286,-27.22142857142857
2021-11-12,-28.102857142857143,2.009999999999997,-19.785714285714285,-37.85857142857143,-28.027142857142856
2021-11-11,-28.037142857142857,1.9042857142857113,-20.565714285714286,-38.11857142857143,-28.957142857142856
2021-11-10,-29.95714285714286,1.2414285714285682,-22.865714285714287,-39.85,-31.84857142857143
2021-11-09,-29.398571428571433,-1.404285714285718,-23.148571428571426,-41.93,-33.067142857142855
2021-11-08,-28.72857142857143,-1.2757142857142891,-22.472857142857144,-44.58142857142857,-35.95142857142857
2021-11-07,-28.484285714285715,0.10571428571428212,-21.78857142857143,-45.71714285714285,-35.621428571428574
2021-11-06,-31.095714285714287,-1.191428571428575,-22.821428571428573,-46.92,-36.58857142857143
2021-11-05,-33.137142857142855,-2.8328571428571467,-24.86285714285714,-49.215714285714284,-38.815714285714286
2021-11-04,-35.067142857142855,-3.4814285714285753,-24.14428571428571,-50.68857142857143,-40.63428571428572
2021-11-03,-28.824285714285715,0.7185714285714246,-18.602857142857143,-48.58428571428571,-35.82
2021-11-02,-27.421428571428574,4.12428571428571,-18.228571428571428,-48.00285714285714,-33.91285714285714
2021-11-01,-27.83857142857143,4.745714285714281,-18.33142857142857,-49.528571428571425,-33.15571428571429
2021-10-31,-28.95714285714286,2.732857142857139,-18.812857142857144,-49.098571428571425,-34.058571428571426
2021-10-30,-28.534285714285716,6.489999999999996,-16.62857142857143,-46.847142857142856,-31.650000000000002
2021-10-29,-23.962857142857143,8.195714285714283,-13.821428571428571,-44.91142857142857,-28.232857142857142
2021-10-28,-21.555714285714288,10.15428571428571,-13.361428571428572,-43.66142857142857,-25.625714285714285
2021-10-27,-27.415714285714284,4.121428571428568,-20.132857142857144,-46.02571428571429,-30.204285714285714
2021-10-26,-29.084285714285716,1.8185714285714254,-22.215714285714288,-46.21,-32.59142857142857
2021-10-25,-28.408571428571427,0.697142857142854,-24.37,-43.839999999999996,-31.445714285714285
2021-10-24,-26.715714285714284,1.539999999999997,-24.110000000000003,-43.74857142857143,-29.985714285714288
2021-10-23,-24.02857142857143,1.6742857142857113,-25.174285714285713,-43.798571428571435,-28.707142857142856
2021-10-22,-27.02857142857143,3.9514285714285684,-26.481428571428573,-43.92857142857143,-29.568571428571428
2021-10-21,-28.56,3.1828571428571393,-26.73,-43.46857142857143,-29.214285714285715
2021-10-20,-28.75142857142857,3.2528571428571396,-26.09857142857143,-43.20428571428572,-28.89428571428571
2021-10-19,-30.080000000000002,3.004285714285711,-25.25714285714286,-42.85,-27.962857142857143
2021-10-18,-31.06142857142857,3.6742857142857113,-24.187142857142856,-43.612857142857145,-28.755714285714284
2021-10-17,-32.76714285714286,4.034285714285711,-24.602857142857143,-43.392857142857146,-27.354285714285712
2021-10-16,-33.207142857142856,3.011428571428568,-23.512857142857143,-44.95428571428572,-29.674285714285713
2021-10-15,-31.62142857142857,1.999999999999997,-23.44142857142857,-44.925714285714285,-29.7
2021-10-14,-30.44,2.7385714285714253,-23.62714285714286,-45.26571428571429,-30.49857142857143
2021-10-13,-30.084285714285716,4.924285714285711,-23.232857142857142,-45.73571428571428,-31.315714285714286
2021-10-12,-27.107142857142858,5.839999999999997,-21.53857142857143,-45.30857142857143,-31.140000000000004
2021-10-11,-23.924285714285713,4.984285714285711,-20.47714285714286,-45.00714285714286,-31.134285714285713
2021-10-10,-19.972857142857144,6.329999999999997,-18.94,-45.05428571428571,-30.800000000000004
2021-10-09,-18.65857142857143,6.615714285714283,-18.76571428571429,-44.17142857142857,-28.25714285714286
2021-10-08,-18.91857142857143,4.895714285714282,-18.54,-43.96,-26.75
2021-10-07,-18.174285714285713,2.7028571428571397,-19.511428571428574,-44.589999999999996,-26.720000000000002
2021-10-06,-18.21857142857143,0.6357142857142826,-19.91,-44.68571428571429,-25.74142857142857
2021-10-05,-18.907142857142855,0.9328571428571397,-20.824285714285715,-45.582857142857144,-25.795714285714286
2021-10-04,-21.69142857142857,0.8499999999999969,-21.110000000000003,-45.94857142857143,-24.805714285714288
