date,subways_total_estimated,subways_of_comparable_pre,buses_total_estimated,buses_of_comparable_pre,lirr_total_estimated_ridership,lirr_of_2019_monthly_weekday,metro_north_total_estimated,metro_north_of_2019_monthly,access_a_ride_total_scheduled,access_a_ride_of_comprable,bridges_and_tunnels_total,bridges_and_tunnels_of
2022-07-10,2466992,0.5908571428571429,1063323.4285714286,0.6131428571428571,134500,0.71,117557.14285714286,0.71,19581.14285714286,0.8291428571428572,907386.5714285715,0.9625714285714285
2022-07-09,2463224.285714286,0.5704285714285715,1062651.7142857143,0.6148571428571429,135114.2857142857,0.7171428571428572,117942.85714285714,0.7142857142857143,19677.571428571428,0.8407142857142857,896639,0.9535714285714285
2022-07-08,2432531.8571428573,0.556,1054420.142857143,0.6165714285714287,133928.57142857142,0.7071428571428572,115857.14285714286,0.6928571428571428,19439.285714285714,0.8338571428571429,883156.5714285715,0.9432857142857143
2022-07-07,2421802.285714286,0.553,1050477.7142857143,0.6165714285714287,132142.85714285713,0.7014285714285714,113457.14285714286,0.6842857142857143,19421.428571428572,0.8327142857142857,890118,0.9464285714285714
2022-07-06,2426932.5714285714,0.5515714285714286,1045744.5714285715,0.6141428571428572,134785.7142857143,0.7114285714285714,114485.71428571429,0.6885714285714286,19354.571428571428,0.8304285714285714,899448.1428571428,0.9455714285714285
2022-07-05,2453095.8571428573,0.553,1044964.5714285715,0.611,137400,0.72,116714.28571428571,0.6971428571428572,19357.428571428572,0.8278571428571428,908032.4285714285,0.9464285714285714
2022-07-04,2516880.4285714286,0.5637142857142857,1056669.7142857143,0.6191428571428572,141685.7142857143,0.7342857142857143,120242.85714285714,0.71,19554.428571428572,0.8344285714285714,913003.4285714285,0.9505714285714285
2022-07-03,2706684.1428571427,0.5565714285714286,1140872.142857143,0.6168571428571429,153957.14285714287,0.6871428571428572,131214.2857142857,0.6614285714285715,21176.571428571428,0.8314285714285714,935215.8571428572,0.9422857142857143
2022-07-02,2757528.714285714,0.5878571428571429,1139961.857142857,0.6141428571428572,156228.57142857142,0.7114285714285714,134814.2857142857,0.7057142857142857,21141.14285714286,0.8188571428571428,951900.5714285715,0.9547142857142857
2022-07-01,2820082.714285714,0.6041428571428572,1148716.857142857,0.6158571428571429,159300,0.7385714285714285,138714.2857142857,0.7457142857142858,21483.428571428572,0.8298571428571428,976387.5714285715,0.9748571428571429
2022-06-30,2887173.8571428573,0.6150000000000001,1164374.7142857143,0.6301428571428572,164528.57142857142,0.7557142857142857,144971.42857142858,0.7685714285714286,21545,0.8291428571428572,981680.8571428572,0.9825714285714284
2022-06-29,2923777,0.6208571428571429,1176141,0.6378571428571428,164042.85714285713,0.7528571428571429,146514.2857142857,0.7742857142857144,21635.714285714286,0.831,980572.1428571428,0.9875714285714284
2022-06-28,2939201.285714286,0.6245714285714286,1181273.2857142857,0.6425714285714286,162185.7142857143,0.7457142857142857,145814.2857142857,0.7728571428571429,21690.285714285714,0.831,974727,0.9879999999999999
2022-06-27,2952306.285714286,0.6255714285714287,1192688.7142857143,0.6481428571428572,160800,0.7414285714285714,145457.14285714287,0.7714285714285715,21850.285714285714,0.835,973475.5714285715,0.9907142857142857
2022-06-26,2884564.8571428573,0.6131428571428571,1163801.142857143,0.6345714285714286,160242.85714285713,0.74,143857.14285714287,0.7657142857142857,20865.85714285714,0.7987142857142857,975434.4285714285,0.9927142857142857
2022-06-25,2843860.5714285714,0.5975714285714285,1163275.5714285714,0.6341428571428571,158542.85714285713,0.7214285714285714,141228.57142857142,0.7328571428571429,21015.571428571428,0.8067142857142857,973116.2857142857,0.9902857142857142
2022-06-24,2829894.1428571427,0.5932857142857143,1162575.142857143,0.6337142857142857,158557.14285714287,0.7214285714285714,140028.57142857142,0.7214285714285714,20995.85714285714,0.8055714285714285,972070.1428571428,0.9892857142857142
2022-06-23,2822885.1428571427,0.592,1171975.2857142857,0.6387142857142857,158471.42857142858,0.7214285714285714,138171.42857142858,0.7142857142857143,20985,0.8052857142857143,972222.1428571428,0.9894285714285713
2022-06-22,2823191.285714286,0.592,1174077,0.6397142857142858,158714.2857142857,0.7228571428571429,137228.57142857142,0.71,21066.428571428572,0.8079999999999999,970772,0.9879999999999999
2022-06-21,2847467.285714286,0.5962857142857143,1190821.5714285714,0.6472857142857144,160671.42857142858,0.73,137985.7142857143,0.7128571428571429,21227.85714285714,0.8131428571428572,974854.2857142857,0.9922857142857142
2022-06-20,2869627.5714285714,0.6002857142857143,1203065.7142857143,0.6531428571428571,160800,0.73,138257.14285714287,0.7142857142857143,21238.285714285714,0.8134285714285714,975214.4285714285,0.9927142857142857
2022-06-19,2971144.8571428573,0.6184285714285715,1254957,0.6752857142857144,161742.85714285713,0.7328571428571429,140014.2857142857,0.7214285714285714,22417.85714285714,0.8565714285714285,975425.5714285715,0.9972857142857142
2022-06-18,2963737.8571428573,0.6271428571428572,1245419.857142857,0.6725714285714286,160342.85714285713,0.7171428571428572,139142.85714285713,0.7114285714285714,22106.14285714286,0.8401428571428571,966503.7142857143,0.9931428571428571
2022-06-17,2970029,0.632,1243491.2857142857,0.6697142857142858,162028.57142857142,0.7328571428571429,139285.7142857143,0.7128571428571429,22054.714285714286,0.8334285714285714,962831.4285714285,0.9884285714285713
2022-06-16,2988459.5714285714,0.6331428571428572,1248979.4285714286,0.6547142857142857,162114.2857142857,0.7328571428571429,140800,0.7185714285714285,22211.714285714286,0.8372857142857143,961651.5714285715,0.9851428571428571
2022-06-15,2972351.4285714286,0.6301428571428571,1239806,0.6441428571428572,160585.7142857143,0.7271428571428572,140085.7142857143,0.7157142857142857,22108.714285714286,0.8355714285714285,958945.4285714285,0.9865714285714285
2022-06-14,2967489.1428571427,0.627,1242302.5714285714,0.6394285714285715,158942.85714285713,0.7214285714285714,139071.42857142858,0.7114285714285714,21987.85714285714,0.8285714285714285,957950,0.984
2022-06-13,2952817,0.6221428571428572,1234756.7142857143,0.629857142857143,158157.14285714287,0.7185714285714285,137571.42857142858,0.7057142857142857,21971.285714285714,0.8311428571428571,955998.4285714285,0.9774285714285714
2022-06-12,2941880.4285714286,0.6228571428571429,1230656.142857143,0.6335714285714287,157128.57142857142,0.7142857142857143,137257.14285714287,0.7042857142857143,21842.285714285714,0.8318571428571429,948737.4285714285,0.9808571428571428
2022-06-11,2949098.714285714,0.6154285714285714,1239966.5714285714,0.6391428571428571,156400,0.7071428571428572,137171.42857142858,0.7028571428571428,21915.85714285714,0.84,946123.5714285715,0.9841428571428571
2022-06-10,2941467.5714285714,0.611,1244834.142857143,0.6432857142857143,152900,0.6757142857142857,136757.14285714287,0.6985714285714286,21863.428571428572,0.8375714285714285,945438.4285714285,0.9892857142857142
2022-06-09,2928184.714285714,0.609,1244174.4285714286,0.6431428571428572,151000,0.6685714285714286,135971.42857142858,0.6957142857142857,21777.85714285714,0.8347142857142857,941722.5714285715,0.987142857142857
2022-06-08,2936055.8571428573,0.6102857142857143,1258488.7142857143,0.6504285714285716,149714.2857142857,0.6642857142857143,135114.2857142857,0.6928571428571428,21724.85714285714,0.8315714285714285,939481.8571428572,0.9801428571428571
2022-06-07,2920121.8571428573,0.6094285714285714,1254094.2857142857,0.6504285714285716,149371.42857142858,0.6628571428571428,134642.85714285713,0.6914285714285714,21657.428571428572,0.8337142857142857,937349.1428571428,0.9799999999999999
2022-06-06,2889171.8571428573,0.6074285714285714,1252027.142857143,0.6550000000000001,149142.85714285713,0.6628571428571428,134528.57142857142,0.6914285714285714,21446.285714285714,0.8257142857142857,941287.5714285715,0.9854285714285714
2022-06-05,2688955.8571428573,0.6167142857142858,1158297.2857142857,0.6504285714285716,136771.42857142858,0.7042857142857143,123100,0.7328571428571429,19728.714285714286,0.8432857142857143,933658.8571428572,0.9924285714285714
2022-06-04,2693408.4285714286,0.6204285714285714,1159658.5714285714,0.6518571428571429,138071.42857142858,0.7185714285714285,123528.57142857143,0.7385714285714285,19805.14285714286,0.8467142857142858,937369.2857142857,0.9958571428571429
2022-06-03,2649851,0.6095714285714287,1143017.4285714286,0.6397142857142858,137771.42857142858,0.7157142857142857,121385.71428571429,0.7157142857142857,19576,0.837,919720,0.978
2022-06-02,2613767.8571428573,0.6021428571428571,1131925.4285714286,0.6352857142857145,136814.2857142857,0.7128571428571429,118757.14285714286,0.7057142857142857,19298.285714285714,0.8312857142857143,915976,0.9720000000000001
2022-06-01,2612185.4285714286,0.6015714285714286,1136410.142857143,0.6362857142857143,137671.42857142858,0.7157142857142857,118257.14285714286,0.7042857142857143,19312.85714285714,0.8367142857142857,922011.7142857143,0.9821428571428571
2022-05-31,2618615.5714285714,0.6035714285714285,1140427.7142857143,0.6415714285714287,137585.7142857143,0.7157142857142857,118214.28571428571,0.7028571428571428,19288.85714285714,0.8418571428571429,924253.8571428572,0.9871428571428572
2022-05-30,2647585,0.6104285714285714,1149239.4285714286,0.6425714285714286,137371.42857142858,0.7142857142857143,118342.85714285714,0.7028571428571428,19400.571428571428,0.851,920535.5714285715,0.9871428571428572
2022-05-29,2850569.285714286,0.5970000000000001,1245834.4285714286,0.6390000000000001,150228.57142857142,0.6757142857142857,130214.28571428571,0.6628571428571428,21104.14285714286,0.8258571428571428,935469.1428571428,0.9742857142857143
2022-05-28,2851282,0.5970000000000001,1243309.7142857143,0.6384285714285715,149342.85714285713,0.6657142857142857,129514.28571428571,0.6542857142857142,20931.14285714286,0.8142857142857143,939525,0.982
2022-05-27,2915826.1428571427,0.6228571428571429,1256975.4285714286,0.654,149771.42857142858,0.67,131714.2857142857,0.6771428571428572,21242.571428571428,0.844,960969.4285714285,1.0142857142857142
2022-05-26,2950267.1428571427,0.6340000000000001,1263166,0.6572857142857144,150900,0.6742857142857143,133300,0.6828571428571428,21367.285714285714,0.849,966097.4285714285,1.019
2022-05-25,2968339.8571428573,0.6378571428571428,1257641.857142857,0.6547142857142857,150328.57142857142,0.6728571428571428,133585.7142857143,0.6842857142857143,21282.285714285714,0.8415714285714285,963445.5714285715,1.011
2022-05-24,2993915.5714285714,0.6392857142857143,1260161.2857142857,0.6507142857142858,150914.2857142857,0.6757142857142857,133914.2857142857,0.6857142857142857,21274.714285714286,0.8341428571428571,966690.4285714285,1.0078571428571428
2022-05-23,3016451.4285714286,0.6378571428571428,1264673.857142857,0.6470000000000001,150928.57142857142,0.6757142857142857,133657.14285714287,0.6842857142857143,21245.14285714286,0.8278571428571428,967989.2857142857,1.0072857142857141
2022-05-22,3011869.714285714,0.6391428571428571,1259605.142857143,0.650857142857143,149914.2857142857,0.6714285714285714,132142.85714285713,0.6785714285714286,21172.428571428572,0.8307142857142857,961526,1.0097142857142856
2022-05-21,3011564.4285714286,0.6614285714285714,1260944.5714285714,0.6777142857142858,149557.14285714287,0.6671428571428571,131800,0.6742857142857143,21186.714285714286,0.8252857142857143,959903.8571428572,1.0122857142857142
