date,subways_total_estimated,subways_of_comparable_pre,buses_total_estimated,buses_of_comparable_pre,lirr_total_estimated_ridership,lirr_of_2019_monthly_weekday,metro_north_total_estimated,metro_north_of_2019_monthly,access_a_ride_total_scheduled,access_a_ride_of_comprable,bridges_and_tunnels_total,bridges_and_tunnels_of
2021-12-21,2640628,0.5695714285714286,1178475.142857143,0.6648571428571428,121200,0.5414285714285715,99871.42857142857,0.5114285714285715,19488.285714285714,0.7212857142857143,882680.1428571428,0.9487142857142857
2021-12-20,2723227.5714285714,0.5704285714285715,1189724.4285714286,0.6597142857142858,125557.14285714286,0.5571428571428572,104828.57142857143,0.5314285714285714,19686.428571428572,0.711,886690.7142857143,0.9625714285714285
2021-12-19,2781111.714285714,0.5664285714285715,1197733.5714285714,0.6474285714285715,128600,0.5685714285714286,108685.71428571429,0.5457142857142857,19872,0.7057142857142857,889182.7142857143,0.968
2021-12-18,2816854.8571428573,0.5747142857142858,1196392.7142857143,0.6452857142857144,130771.42857142857,0.5928571428571429,110142.85714285714,0.5642857142857143,19865,0.7057142857142857,895478.4285714285,0.9751428571428571
2021-12-17,2871940.5714285714,0.5841428571428572,1196401.857142857,0.6441428571428572,133285.7142857143,0.6142857142857143,112285.71428571429,0.5857142857142857,20019.85714285714,0.7125714285714285,899881.2857142857,0.984
2021-12-16,2915553.4285714286,0.5880000000000001,1200515.142857143,0.6445714285714287,134200,0.6171428571428572,113242.85714285714,0.59,19976.714285714286,0.7128571428571429,898943.5714285715,0.9848571428571428
2021-12-15,2946122,0.5885714285714286,1200328,0.636,134442.85714285713,0.6185714285714285,113257.14285714286,0.59,19851,0.7064285714285714,895996.1428571428,0.9811428571428571
2021-12-14,2965636.1428571427,0.5917142857142857,1199464,0.6355714285714287,134885.7142857143,0.6214285714285714,113314.28571428571,0.59,19702.285714285714,0.7098571428571429,891476.2857142857,0.9857142857142857
2021-12-13,2979045.1428571427,0.5907142857142856,1210166.142857143,0.632,134714.2857142857,0.62,113200,0.5885714285714285,19733.571428571428,0.7071428571428571,889813.1428571428,0.9768571428571428
2021-12-12,2981179,0.5925714285714285,1218810.7142857143,0.6414285714285715,134942.85714285713,0.62,112857.14285714286,0.5871428571428571,19754.14285714286,0.7088571428571429,888570.5714285715,0.9802857142857143
2021-12-11,2967727.5714285714,0.5924285714285714,1224256.7142857143,0.6482857142857144,133771.42857142858,0.6071428571428572,112000,0.5757142857142857,19804.428571428572,0.712,887202.4285714285,0.9811428571428571
2021-12-10,2974820,0.5925714285714285,1235489.142857143,0.6542857142857142,133714.2857142857,0.6071428571428572,112042.85714285714,0.5757142857142857,19793.14285714286,0.707,887360.1428571428,0.979
2021-12-09,2968642.4285714286,0.5910000000000001,1237618,0.6514285714285715,132571.42857142858,0.6028571428571429,110857.14285714286,0.57,19833.285714285714,0.7072857142857143,884317.5714285715,0.9761428571428571
2021-12-08,2957972.5714285714,0.5895714285714286,1239369.2857142857,0.6502857142857144,132614.2857142857,0.6028571428571429,111042.85714285714,0.5714285714285714,19804.285714285714,0.7057142857142857,883642.7142857143,0.9774285714285714
2021-12-07,2950552.5714285714,0.5878571428571429,1244123.2857142857,0.6491428571428572,133614.2857142857,0.6057142857142858,111885.71428571429,0.5757142857142857,19898,0.7001428571428572,885058.4285714285,0.9714285714285714
2021-12-06,2927577.714285714,0.5852857142857143,1241180.857142857,0.6481428571428572,135471.42857142858,0.6128571428571429,112685.71428571429,0.58,19784.714285714286,0.7047142857142857,887085.4285714285,0.9757142857142856
2021-12-05,2907599.285714286,0.586857142857143,1239385.2857142857,0.6518571428571429,137071.42857142858,0.6185714285714285,113428.57142857143,0.5828571428571429,19693.714285714286,0.7157142857142857,892057.4285714285,1.003
2021-12-04,2869009.1428571427,0.5971428571428572,1228949.857142857,0.6632857142857144,137428.57142857142,0.6214285714285714,114085.71428571429,0.5914285714285714,19399.428571428572,0.724,893063.2857142857,1.0235714285714284
2021-12-03,2806785.5714285714,0.5995714285714285,1212695.857142857,0.6572857142857143,136314.2857142857,0.6114285714285714,113328.57142857143,0.5842857142857143,19014.14285714286,0.7275714285714285,891072.1428571428,1.0204285714285715
2021-12-02,2622848.1428571427,0.6044285714285714,1130483,0.6501428571428571,134028.57142857142,0.6042857142857143,111800,0.5785714285714286,17379.714285714286,0.7295714285714285,869513.2857142857,1.0235714285714284
2021-12-01,2336141.714285714,0.6165714285714287,996288.7142857143,0.6485714285714286,129842.85714285714,0.59,103571.42857142857,0.5471428571428572,16368.142857142857,0.7348571428571429,860642.5714285715,1.0231428571428571
2021-11-30,2301590.714285714,0.6205714285714287,979146.8571428572,0.6468571428571429,130142.85714285714,0.5914285714285714,104042.85714285714,0.5485714285714286,16033.142857142857,0.745,873963.8571428572,1.0287142857142857
2021-11-29,2312941,0.6224285714285714,978054.1428571428,0.6434285714285715,129500,0.5885714285714285,104042.85714285714,0.5485714285714286,16048.142857142857,0.74,887125.1428571428,1.0274285714285714
2021-11-28,2332162.714285714,0.6192857142857143,983277.7142857143,0.632,128171.42857142857,0.5842857142857143,103371.42857142857,0.5457142857142857,16093.42857142857,0.7274285714285714,887345.5714285715,1.0012857142857141
2021-11-27,2361965.4285714286,0.6222857142857142,995059.1428571428,0.6321428571428572,128928.57142857143,0.5928571428571429,103628.57142857143,0.5485714285714286,NA,NA,889676.4285714285,0.9984285714285714
2021-11-26,2398459.714285714,0.6215714285714286,1010885.7142857143,0.6352857142857143,130457.14285714286,0.6071428571428571,104600,0.5585714285714286,NA,NA,898840.8571428572,1.0094285714285713
2021-11-25,2574297.4285714286,0.6174285714285714,1094628.4285714286,0.6435714285714287,133785.7142857143,0.6185714285714285,107228.57142857143,0.5685714285714286,NA,NA,927017.1428571428,1.013
2021-11-24,2868664.8571428573,0.6074285714285714,1236872.142857143,0.6465714285714287,138357.14285714287,0.6342857142857143,116185.71428571429,0.6028571428571429,NA,NA,941037.4285714285,1.0194285714285714
2021-11-23,2909328.285714286,0.6051428571428571,1259493.4285714286,0.6491428571428572,137371.42857142858,0.63,115000,0.5985714285714285,NA,NA,929994.2857142857,1.0167142857142857
2021-11-22,2917118.4285714286,0.6057142857142858,1269096.2857142857,0.6527142857142858,137257.14285714287,0.63,115085.71428571429,0.5985714285714285,NA,NA,917571.5714285715,1.0167142857142857
2021-11-21,2914333,0.6067142857142857,1271837.4285714286,0.6580000000000001,137842.85714285713,0.6314285714285715,115714.28571428571,0.6014285714285714,NA,NA,915940.4285714285,1.0185714285714285
2021-11-20,2918458,0.6005714285714285,1269348.5714285714,0.6474285714285715,136700,0.62,115142.85714285714,0.5942857142857143,NA,NA,918284.7142857143,1.0087142857142857
2021-11-19,2923322.4285714286,0.6007142857142858,1262683.142857143,0.6451428571428571,134757.14285714287,0.6028571428571429,113914.28571428571,0.5814285714285714,20373.571428571428,0.7278571428571429,911710.5714285715,1.0004285714285712
2021-11-18,2900597.1428571427,0.5958571428571429,1251371.857142857,0.6384285714285715,133314.2857142857,0.5971428571428572,112571.42857142857,0.5771428571428572,20221.571428571428,0.72,902109.4285714285,0.989
2021-11-17,2830306.8571428573,0.6015714285714286,1207478.5714285714,0.6407142857142858,131314.2857142857,0.59,111185.71428571429,0.5714285714285714,19618,0.7422857142857143,893026.1428571428,0.9968571428571428
2021-11-16,2827866.1428571427,0.6025714285714285,1209294.7142857143,0.6471428571428571,131442.85714285713,0.5914285714285714,111657.14285714286,0.5728571428571428,19648.285714285714,0.7472857142857143,894560.2857142857,1.000142857142857
2021-11-15,2819125.8571428573,0.6022857142857143,1213031,0.6541428571428572,130842.85714285714,0.5885714285714286,111214.28571428571,0.5714285714285714,19764,0.7545714285714286,894007.7142857143,1.003
2021-11-14,2812653.4285714286,0.5984285714285714,1216425.857142857,0.6500000000000001,130657.14285714286,0.5885714285714286,111057.14285714286,0.5700000000000001,19753.714285714286,0.7528571428571429,893867.7142857143,0.9971428571428571
2021-11-13,2839375.5714285714,0.5922857142857143,1210337.857142857,0.6457142857142858,131900,0.6014285714285714,112385.71428571429,0.5871428571428572,19494.714285714286,0.749,882778.4285714285,0.9912857142857143
2021-11-12,2843107.714285714,0.5934285714285714,1217392.857142857,0.6517142857142858,132485.7142857143,0.6057142857142858,113314.28571428571,0.5971428571428572,19573,0.7518571428571429,888703.4285714285,0.9961428571428571
2021-11-11,2862456.714285714,0.5970000000000001,1232593.7142857143,0.6604285714285715,133700,0.61,113900,0.5985714285714285,19774.571428571428,0.7642857142857143,895284.2857142857,1.0041428571428572
2021-11-10,2914427.714285714,0.5878571428571429,1273837.5714285714,0.6568571428571429,134842.85714285713,0.6142857142857143,114414.28571428571,0.6014285714285714,20369.285714285714,0.7424285714285714,900337,0.9928571428571428
2021-11-09,2906094.285714286,0.583857142857143,1272813.857142857,0.6488571428571429,134114.2857142857,0.6114285714285714,113928.57142857143,0.6,20189.428571428572,0.7335714285714285,896797.7142857143,0.9862857142857143
2021-11-08,2844203.8571428573,0.5765714285714286,1235659,0.6354285714285715,132771.42857142858,0.6071428571428572,113242.85714285714,0.5971428571428572,19834,0.7258571428571429,890356.8571428572,0.9784285714285713
2021-11-07,2839723.1428571427,0.5757142857142857,1233819.857142857,0.6345714285714286,132585.7142857143,0.6057142857142858,113271.42857142857,0.5971428571428572,19727,0.7222857142857143,891629.2857142857,0.9798571428571429
2021-11-06,2819254,0.5811428571428572,1239775.5714285714,0.6351428571428572,130800,0.5857142857142857,112428.57142857143,0.5857142857142857,19953.571428571428,0.7222857142857143,897956.7142857143,0.9735714285714285
2021-11-05,2797570.1428571427,0.5714285714285714,1233364.2857142857,0.6251428571428572,129600,0.5757142857142857,110785.71428571429,0.5685714285714285,19806.428571428572,0.7112857142857143,889966.5714285715,0.9631428571428572
2021-11-04,2791594.285714286,0.5691428571428572,1229067.7142857143,0.6198571428571429,130042.85714285714,0.5771428571428572,110900,0.57,19730.428571428572,0.7064285714285714,889600.1428571428,0.9612857142857142
2021-11-03,2803315.8571428573,0.5745714285714286,1233145.857142857,0.6287142857142857,131214.2857142857,0.5800000000000001,111714.28571428571,0.5728571428571428,19845.428571428572,0.7221428571428571,893717.7142857143,0.9767142857142856
2021-11-02,2804248.8571428573,0.5747142857142858,1232609.857142857,0.6291428571428571,131457.14285714287,0.5800000000000001,111557.14285714286,0.5714285714285714,19959,0.7294285714285714,895612.5714285715,0.9802857142857143
2021-11-01,2783393.4285714286,0.565857142857143,1229107,0.6195714285714287,128928.57142857143,0.5714285714285714,108014.28571428571,0.5571428571428572,19845.285714285714,0.7237142857142858,879213.1428571428,0.9591428571428571
2021-10-31,2777803.8571428573,0.5657142857142857,1230924,0.6201428571428572,128914.28571428571,0.5714285714285714,107228.57142857143,0.5542857142857143,19893.428571428572,0.7297142857142858,877132.5714285715,0.9575714285714285
2021-10-30,2756826.1428571427,0.5702857142857144,1231364,0.6390000000000001,129042.85714285714,0.5728571428571428,107500,0.5585714285714286,19905,0.7424285714285714,885474.4285714285,0.9827142857142857
2021-10-29,2761575.285714286,0.5720000000000001,1235360.5714285714,0.6411428571428572,128785.71428571429,0.5700000000000001,109442.85714285714,0.5785714285714285,20035.571428571428,0.7518571428571429,894057.4285714285,0.9881428571428571
2021-10-28,2757823.4285714286,0.5720000000000001,1241683.5714285714,0.6427142857142858,127714.28571428571,0.5671428571428572,110014.28571428571,0.58,20087.85714285714,0.7538571428571429,897358.2857142857,0.9892857142857142
2021-10-27,2743769,0.5650000000000001,1236104.2857142857,0.6315714285714286,126328.57142857143,0.5628571428571428,109314.28571428571,0.5771428571428572,19972.571428571428,0.7385714285714285,895760.7142857143,0.9721428571428571
2021-10-26,2734317.714285714,0.5630000000000001,1239257.5714285714,0.6314285714285715,126228.57142857143,0.5628571428571428,109485.71428571429,0.5785714285714285,20019.714285714286,0.7378571428571429,896011,0.9694285714285714
2021-10-25,2802538.4285714286,0.5767142857142858,1278837.857142857,0.6508571428571429,129557.14285714286,0.5742857142857143,113128.57142857143,0.5928571428571429,20331.571428571428,0.7518571428571429,918975.7142857143,1.0007142857142857
2021-10-24,2800785.714285714,0.5775714285714286,1278955,0.652,128900,0.5728571428571428,113357.14285714286,0.5942857142857143,20293,0.756,919848.4285714285,1.008
2021-10-23,2805072.714285714,0.5694285714285715,1279620.857142857,0.6408571428571429,129642.85714285714,0.5814285714285714,113571.42857142857,0.5971428571428571,20328.714285714286,0.7495714285714286,921013.5714285715,0.9982857142857142
2021-10-22,2800024.8571428573,0.5672857142857144,1280962.857142857,0.6428571428571429,130885.71428571429,0.5928571428571429,112428.57142857143,0.5857142857142857,20293.14285714286,0.7485714285714286,918392.8571428572,0.995142857142857
