Day of Week,date,7-day Average,OpenTable YoY Seated Diner Data (%),Restaurant Reservations Index Original,Restaurant Reservations Index
5,2020-07-30,-90.38571429,-91.22,9.614285714,9.614285714
4,2020-07-29,-90.73142857,-90.65,9.268571429,9.268571429
3,2020-07-28,-91.45,-92.02,8.55,8.55
2,2020-07-27,-91.45142857,-92.77,8.548571429,8.548571429
1,2020-07-26,-91.57,-89.14,8.43,8.43
7,2020-07-25,-91.65428571,-86.35,8.345714286,8.345714286
6,2020-07-24,-91.86571429,-90.55,8.134285714,8.134285714
5,2020-07-23,-91.80857143,-93.64,8.191428571,8.191428571
4,2020-07-22,-91.38857143,-95.68,8.611428571,8.611428571
3,2020-07-21,-90.84,-92.03,9.16,9.16
2,2020-07-20,-90.85,-93.6,9.15,9.15
1,2020-07-19,-90.81285714,-89.73,9.187142857,9.187142857
7,2020-07-18,-90.74142857,-87.83,9.258571429,9.258571429
6,2020-07-17,-91.33,-90.15,8.67,8.67
5,2020-07-16,-92.50857143,-90.7,7.491428571,7.491428571
4,2020-07-15,-92.69,-91.84,7.31,7.31
3,2020-07-14,-93.15142857,-92.1,6.848571429,6.848571429
2,2020-07-13,-93.45714286,-93.34,6.542857143,6.542857143
1,2020-07-12,-93.86857143,-89.23,6.131428571,6.131428571
7,2020-07-11,-94.35,-91.95,5.65,5.65
6,2020-07-10,-94.38285714,-98.4,5.617142857,5.617142857
5,2020-07-09,-93.74571429,-91.97,6.254285714,6.254285714
4,2020-07-08,-93.39571429,-95.07,6.604285714,6.604285714
3,2020-07-07,-93.28285714,-94.24,6.717142857,6.717142857
2,2020-07-06,-93.30857143,-96.22,6.691428571,6.691428571
1,2020-07-05,-93.16142857,-92.6,6.838571429,6.838571429
7,2020-07-04,-93.44571429,-92.18,6.554285714,6.554285714
6,2020-07-03,-93.82571429,-93.94,6.174285714,6.174285714
5,2020-07-02,-93.79571429,-89.52,6.204285714,6.204285714
4,2020-07-01,-94.56857143,-94.28,5.431428571,5.431428571
3,2020-06-30,-94.80857143,-94.42,5.191428571,5.191428571
2,2020-06-29,-95.11,-95.19,4.89,4.89
1,2020-06-28,-95.43285714,-94.59,4.567142857,4.567142857
7,2020-06-27,-96.17285714,-94.84,3.827142857,3.827142857
6,2020-06-26,-96.85714286,-93.73,3.142857143,3.142857143
5,2020-06-25,-97.71285714,-94.93,2.287142857,2.287142857
4,2020-06-24,-98.32857143,-95.96,1.671428571,1.671428571
3,2020-06-23,-98.84714286,-96.53,1.152857143,1.152857143
2,2020-06-22,-99.29571429,-97.45,0.704285714,0.704285714
1,2020-06-21,-99.61,-99.77,0.39,0.39
7,2020-06-20,-99.58285714,-99.63,0.417142857,0.417142857
6,2020-06-19,-99.57714286,-99.72,0.422857143,0.422857143
5,2020-06-18,-99.56285714,-99.24,0.437142857,0.437142857
4,2020-06-17,-99.55285714,-99.59,0.447142857,0.447142857
3,2020-06-16,-99.49,-99.67,0.51,0.51
2,2020-06-15,-99.45857143,-99.65,0.541428571,0.541428571
1,2020-06-14,-99.47571429,-99.58,0.524285714,0.524285714
7,2020-06-13,-99.45428571,-99.59,0.545714286,0.545714286
6,2020-06-12,-99.44,-99.62,0.56,0.56
5,2020-06-11,-99.44,-99.17,0.56,0.56
4,2020-06-10,-99.45857143,-99.15,0.541428571,0.541428571
3,2020-06-09,-99.48428571,-99.45,0.515714286,0.515714286
2,2020-06-08,-99.46571429,-99.77,0.534285714,0.534285714
1,2020-06-07,-99.4,-99.43,0.6,0.6
7,2020-06-06,-99.41285714,-99.49,0.587142857,0.587142857
6,2020-06-05,-99.37428571,-99.62,0.625714286,0.625714286
5,2020-06-04,-99.32428571,-99.3,0.675714286,0.675714286
4,2020-06-03,-99.25,-99.33,0.75,0.75
3,2020-06-02,-99.15857143,-99.32,0.841428571,0.841428571
2,2020-06-01,-99.14857143,-99.31,0.851428571,0.851428571
1,2020-05-31,-99.19857143,-99.52,0.801428571,0.801428571
7,2020-05-30,-99.22714286,-99.22,0.772857143,0.772857143
6,2020-05-29,-99.26714286,-99.27,0.732857143,0.732857143
5,2020-05-28,-99.30142857,-98.78,0.698571429,0.698571429
4,2020-05-27,-99.35,-98.69,0.65,0.65
3,2020-05-26,-99.34142857,-99.25,0.658571429,0.658571429
2,2020-05-25,-99.35714286,-99.66,0.642857143,0.642857143
1,2020-05-24,-99.29,-99.72,0.71,0.71
7,2020-05-23,-99.32428571,-99.5,0.675714286,0.675714286
6,2020-05-22,-99.39,-99.51,0.61,0.61
5,2020-05-21,-99.45428571,-99.12,0.545714286,0.545714286
4,2020-05-20,-99.57714286,-98.63,0.422857143,0.422857143
3,2020-05-19,-99.77285714,-99.36,0.227142857,0.227142857
2,2020-05-18,-99.86428571,-99.19,0.135714286,0.135714286
1,2020-05-17,-99.97714286,-99.96,0.022857143,0.022857143
7,2020-05-16,-99.98285714,-99.96,0.017142857,0.017142857
6,2020-05-15,-99.98857143,-99.96,0.011428571,0.011428571
5,2020-05-14,-99.99428571,-99.98,0.005714286,0.005714286
4,2020-05-13,-99.99714286,-100,0.002857143,0.002857143
3,2020-05-12,-99.99714286,-100,0.002857143,0.002857143
2,2020-05-11,-99.99714286,-99.98,0.002857143,0.002857143
1,2020-05-10,-100,-100,0,0
7,2020-05-09,-100,-100,0,0
6,2020-05-08,-100,-100,0,0
5,2020-05-07,-100,-100,0,0
4,2020-05-06,-100,-100,0,0
3,2020-05-05,-100,-100,0,0
2,2020-05-04,-100,-100,0,0
1,2020-05-03,-100,-100,0,0
7,2020-05-02,-100,-100,0,0
6,2020-05-01,-100,-100,0,0
5,2020-04-30,-100,-100,0,0
4,2020-04-29,-100,-100,0,0
3,2020-04-28,-100,-100,0,0
2,2020-04-27,-100,-100,0,0
1,2020-04-26,-100,-100,0,0
7,2020-04-25,-100,-100,0,0
6,2020-04-24,-100,-100,0,0
5,2020-04-23,-100,-100,0,0
4,2020-04-22,-100,-100,0,0
3,2020-04-21,-100,-100,0,0
2,2020-04-20,-100,-100,0,0
1,2020-04-19,-100,-100,0,0
7,2020-04-18,-100,-100,0,0
6,2020-04-17,-100,-100,0,0
5,2020-04-16,-100,-100,0,0
4,2020-04-15,-100,-100,0,0
3,2020-04-14,-100,-100,0,0
2,2020-04-13,-100,-100,0,0
1,2020-04-12,-100,-100,0,0
7,2020-04-11,-100,-100,0,0
6,2020-04-10,-100,-100,0,0
5,2020-04-09,-100,-100,0,0
4,2020-04-08,-100,-100,0,0
3,2020-04-07,-100,-100,0,0
2,2020-04-06,-100,-100,0,0
1,2020-04-05,-100,-100,0,0
7,2020-04-04,-100,-100,0,0
6,2020-04-03,-100,-100,0,0
5,2020-04-02,-100,-100,0,0
4,2020-04-01,-100,-100,0,0
3,2020-03-31,-100,-100,0,0
2,2020-03-30,-100,-100,0,0
1,2020-03-29,-100,-100,0,0
7,2020-03-28,-100,-100,0,0
6,2020-03-27,-100,-100,0,0
5,2020-03-26,-100,-100,0,0
4,2020-03-25,-100,-100,0,0
3,2020-03-24,-100,-100,0,0
2,2020-03-23,-100,-100,0,0
1,2020-03-22,-96.71428571,-100,3.285714286,3.285714286
7,2020-03-21,-92.28571429,-100,7.714285714,7.714285714
6,2020-03-20,-87.14285714,-100,12.85714286,12.85714286
5,2020-03-19,-81.57142857,-100,18.42857143,18.42857143
4,2020-03-18,-74.71428571,-100,25.28571429,25.28571429
3,2020-03-17,-65.57142857,-100,34.42857143,34.42857143
2,2020-03-16,-55.57142857,-77,44.42857143,44.42857143
1,2020-03-15,-47.14285714,-69,52.85714286,52.85714286
7,2020-03-14,-37.85714286,-64,62.14285714,62.14285714
6,2020-03-13,-30.14285714,-61,69.85714286,69.85714286
5,2020-03-12,-23.57142857,-52,76.42857143,76.42857143
4,2020-03-11,-17.42857143,-36,82.57142857,82.57142857
3,2020-03-10,-14,-30,86,86
2,2020-03-09,-11.42857143,-18,88.57142857,88.57142857
1,2020-03-08,-9.714285714,-4,90.28571429,90.28571429
7,2020-03-07,-9.428571429,-10,90.57142857,90.57142857
6,2020-03-06,-8.285714286,-15,91.71428571,91.71428571
5,2020-03-05,-6,-9,94,94
4,2020-03-04,-5,-12,95,95
3,2020-03-03,-3.142857143,-12,96.85714286,96.85714286
2,2020-03-02,-1.285714286,-6,98.71428571,98.71428571
1,2020-03-01,0.571428571,-2,100.5714286,100
7,2020-02-29,2.714285714,-2,102.7142857,100
6,2020-02-28,3.428571429,1,103.4285714,100
5,2020-02-27,3.285714286,-2,103.2857143,100
4,2020-02-26,4,1,104,100
3,2020-02-25,5.428571429,1,105.4285714,100
2,2020-02-24,5.428571429,7,105.4285714,100
1,2020-02-23,NA,13,NA,NA
7,2020-02-22,NA,3,NA,NA
6,2020-02-21,NA,0,NA,NA
5,2020-02-20,NA,3,NA,NA
4,2020-02-19,NA,11,NA,NA
3,2020-02-18,NA,1,NA,NA
