DATE,2022-10-22
New York City Recovery Index,-0.1869067182101105
Covid-19 Hospitalizations Index,-1.851489176114967
Unemployment Claims Index,-1.2956419257950529
Home Sales Index,0
Rental Inventory Index,1.1556907926494233
Subway Mobility Index,0.5428571428571445
Restaurant Reservations Index,0.32714285714286007
