DATE,2022-08-27
New York City Recovery Index,-5.672078131795601
Covid-19 Hospitalizations Index,0.9905587282916812
Unemployment Claims Index,-26.659751037344407
Home Sales Index,0
Rental Inventory Index,-2.5504193388636907
Subway Mobility Index,-2.1000000000000156
Restaurant Reservations Index,-3.712857142857146
