DATE,2022-05-28
New York City Recovery Index,-2.5080968164945716
Covid-19 Hospitalizations Index,-1.1186321132042565
Unemployment Claims Index,-2.679127719626166
Home Sales Index,0
Rental Inventory Index,-2.646535351851284
Subway Mobility Index,-6.442857142857157
Restaurant Reservations Index,-2.161428571428573
