DATE,2022-09-03
New York City Recovery Index,5.475363857747908
Covid-19 Hospitalizations Index,1.8898716591824325
Unemployment Claims Index,26.659751037344407
Home Sales Index,0
Rental Inventory Index,3.7611318785320123
Subway Mobility Index,1.857142857142854
Restaurant Reservations Index,-1.3157142857142787
