DATE,2022-10-08
New York City Recovery Index,-2.5141826648720382
Covid-19 Hospitalizations Index,-1.6142419420365925
Unemployment Claims Index,-14.423076911676631
Home Sales Index,0
Rental Inventory Index,1.3650800073381362
Subway Mobility Index,1.500000000000007
Restaurant Reservations Index,-1.9128571428571348
