DATE,2022-03-26
New York City Recovery Index,-1.5227410927008123
Covid-19 Hospitalizations Index,-1.6157571318394162
Unemployment Claims Index,-5.862582667456948
Home Sales Index,0
Rental Inventory Index,-0.349535328337069
Subway Mobility Index,-0.25714285714284557
Restaurant Reservations Index,-1.0514285714285734
