DATE,2022-09-10
New York City Recovery Index,1.5835868607885715
Covid-19 Hospitalizations Index,2.158684748535123
Unemployment Claims Index,0
Home Sales Index,0
Rental Inventory Index,3.2485507019105597
Subway Mobility Index,3.7285714285714278
Restaurant Reservations Index,0.3657142857142759
