DATE,2022-06-11
New York City Recovery Index,1.8491244509597067
Covid-19 Hospitalizations Index,-1.351911369034184
Unemployment Claims Index,0
Home Sales Index,0
Rental Inventory Index,3.103800931935268
Subway Mobility Index,-0.5142857142857196
Restaurant Reservations Index,9.857142857142854
