DATE,2021-12-25
New York City Recovery Index,-12.752810079824016
Covid-19 Hospitalizations Index,-10.590454965867867
Unemployment Claims Index,-14.482515263641204
Home Sales Index,-24.54192636195755
Rental Inventory Index,-7.046249601763108
Subway Mobility Index,-4.385714285714286
Restaurant Reservations Index,-15.470000000000006
