DATE,2022-11-26
New York City Recovery Index,-5.094624445710977
Covid-19 Hospitalizations Index,-2.4772810512455266
Unemployment Claims Index,5.574712637931029
Home Sales Index,-23.0281051747028
Rental Inventory Index,-9.215644514820056
Subway Mobility Index,-0.2428571428571331
Restaurant Reservations Index,-1.1785714285714306
