DATE,2022-10-15
New York City Recovery Index,3.3243656007452245
Covid-19 Hospitalizations Index,0.1594250680238929
Unemployment Claims Index,16.666666661676643
Home Sales Index,0
Rental Inventory Index,-1.837040982372116
Subway Mobility Index,0.8142857142857096
Restaurant Reservations Index,4.142857142857139
