DATE,2022-11-05
New York City Recovery Index,0.930499689484563
Covid-19 Hospitalizations Index,-2.7214669523837216
Unemployment Claims Index,3.4684684744208596
Home Sales Index,2.3712183236000612
Rental Inventory Index,8.694778291270183
Subway Mobility Index,-0.5
Restaurant Reservations Index,-5.729999999999997
