DATE,2021-12-18
New York City Recovery Index,-7.174938227869902
Covid-19 Hospitalizations Index,-6.789288148446708
Unemployment Claims Index,1.736603889188018
Home Sales Index,-25.508025956284143
Rental Inventory Index,-4.197490580248086
Subway Mobility Index,-1.7714285714285793
Restaurant Reservations Index,-6.519999999999996
