DATE,2022-08-06
New York City Recovery Index,0.021302236843382616
Covid-19 Hospitalizations Index,1.1732105529227113
Unemployment Claims Index,-2.743648775048925
Home Sales Index,0
Rental Inventory Index,5.73110878604362
Subway Mobility Index,-0.8999999999999915
Restaurant Reservations Index,-3.132857142857141
