DATE,2022-07-30
New York City Recovery Index,-1.9057027731242755
Covid-19 Hospitalizations Index,1.955082170069332
Unemployment Claims Index,-12.465678204283364
Home Sales Index,0.4464285714285694
Rental Inventory Index,-0.8500491759601942
Subway Mobility Index,-0.6999999999999957
Restaurant Reservations Index,0.17999999999999972
