DATE,2022-09-17
New York City Recovery Index,-2.4268933506430415
Covid-19 Hospitalizations Index,-0.37533035428659645
Unemployment Claims Index,-17.447916671875007
Home Sales Index,0
Rental Inventory Index,2.6976012080176446
Subway Mobility Index,-2.299999999999997
Restaurant Reservations Index,2.864285714285721
