DATE,2022-03-19
New York City Recovery Index,1.1589385983183007
Covid-19 Hospitalizations Index,-1.3898051085189493
Unemployment Claims Index,-0.2525252462121159
Home Sales Index,0
Rental Inventory Index,-1.982609483930574
Subway Mobility Index,3.114285714285714
Restaurant Reservations Index,7.464285714285715
